MLK3	TKL/MLK	49.31163999999999	47.587480000000006	0.981402177377717	0.008541603255156625	0.9263637185137563
PHKg1	CAMK/PHK	17.771810000000002	37.72197	0.4461979536323725	8.30726142366322	0.003948688535887146
EphB6	TK/Eph	6.9547	8.51669	0.7733887302546901	0.2542373343060768	0.6141071178774593
PKCi	AGC/PKC	117.91485999999996	137.40943000000001	0.8127224932172061	2.7442145791854884	0.09760702721404413
MAST2	AGC	154.31196000000006	153.92686000000003	0.9494573380190277	0.20784977211974714	0.6484579759666799
CTK	TK/Csk	0.0	0.51314	0.0	0.43616791229742413	0.5089778637448799
TRKC	TK/Trk	8.65624	25.23954	0.3248165367907568	9.048767281090925	0.0026287200008446865
CDK2	CMGC/CDK/CDC2	554.1366499999999	433.49231000000026	1.21066992853055	8.987948737864093	0.0027176589195661016
HIPK3	CMGC/DYRK	237.33042999999995	159.09179000000006	1.4128496092205138	11.527183955405965	6.858582896844823E-4
JNK3	CMGC/MAPK	507.40875000000034	435.95235000000054	1.1023238578991676	2.244315819289987	0.13410621259528532
ALK7	TKL/STKR	223.2451699999999	208.2697999999999	1.0151870041999504	0.024565541291080503	0.8754545038417159
PKN2	AGC	566.5785699999999	500.98152999999974	1.0710967639409643	1.2656682366032566	0.26058089145871866
MET	TK/Met	9.80241	23.400489999999998	0.3967328755128707	6.33897967958024	0.01181128044588442
ALK	TK/Alk	17.692030000000003	13.1917	1.2701855826069062	0.4344243399033568	0.5098259393889637
p38g	CMGC/MAPK	214.02088000000003	171.68135999999987	1.1806557280606218	2.6415681284631	0.10410074555895121
ABL2	TK/Abl	6.9677	15.627580000000002	0.42226782441598226	3.8098493194609437	0.05095203398367687
SYK	TK/Syk	9.16595	25.835670000000004	0.3360067741724219	8.879961321132567	0.00288317652593717
FGFR1	TK/FGFR	0.56762	1.34611	0.3993626236384623	0.01502480083208871	0.9024431024165243
EphB2	TK/Eph	8.80431	15.11377	0.551712463209781	2.0268715511455375	0.15453843334595097
PEK	Other/PEK	50.27424	41.799499999999995	1.1391074840434439	0.388007445996027	0.5333486364914075
LYN	TK/Src	9.410420000000002	29.39499000000001	0.30319774590214127	11.41876820828118	7.270588327603633E-4
caMLCK	CAMK/MLCK	138.07267000000004	134.24293999999998	0.974106735438203	0.0469515116826574	0.8284554167302716
